MatchDate,Season,Model,HomeTeam,AwayTeam,P_H,P_D,P_A,Actual,PSH,PSD,PSA,PSCH,PSCD,PSCA
2019-09-15,2019-2020,Weight_20_80,Bournemouth,Everton,0.3229,0.2798,0.3974,0,3.05,3.53,2.41,3.37,3.57,2.23
2019-09-15,2019-2020,Weight_20_80,Watford,Arsenal,0.2055,0.2214,0.5731,1,3.66,3.74,2.06,4.22,3.92,1.88
2019-09-16,2019-2020,Weight_20_80,Aston Villa,West Ham,0.3512,0.2778,0.3711,1,2.65,3.6,2.69,2.72,3.71,2.57
2019-09-20,2019-2020,Weight_20_80,Southampton,Bournemouth,0.4039,0.2368,0.3593,2,2.12,3.65,3.55,2.17,3.6,3.46
2019-09-21,2019-2020,Weight_20_80,Man City,Watford,0.9277,0.056,0.0163,0,1.11,10.69,27.58,1.11,11.33,25.74
2019-09-21,2019-2020,Weight_20_80,Leicester,Tottenham,0.4011,0.293,0.3059,0,2.92,3.53,2.5,2.72,3.51,2.69
2019-09-21,2019-2020,Weight_20_80,Burnley,Norwich,0.4613,0.2157,0.3229,0,2.02,3.8,3.73,2.02,3.88,3.67
2019-09-21,2019-2020,Weight_20_80,Everton,Sheffield United,0.3989,0.339,0.262,2,1.69,3.8,5.76,1.79,3.57,5.31
2019-09-21,2019-2020,Weight_20_80,Newcastle,Brighton,0.5376,0.2953,0.167,1,2.55,3.15,3.16,2.42,3.24,3.3
2019-09-22,2019-2020,Weight_20_80,Crystal Palace,Wolves,0.4278,0.3203,0.2519,1,2.68,3.15,2.98,2.9,3.1,2.81
2019-09-22,2019-2020,Weight_20_80,West Ham,Man United,0.3813,0.2509,0.3678,0,3.33,3.56,2.24,3.07,3.45,2.45
2019-09-22,2019-2020,Weight_20_80,Arsenal,Aston Villa,0.5737,0.2384,0.1878,0,1.43,4.86,8.01,1.42,5.23,7.59
2019-09-22,2019-2020,Weight_20_80,Chelsea,Liverpool,0.158,0.2176,0.6245,2,3.66,3.66,2.08,3.24,3.64,2.27
2019-09-28,2019-2020,Weight_20_80,Aston Villa,Burnley,0.4034,0.2797,0.3169,1,2.39,3.45,3.15,2.36,3.44,3.19
2019-09-28,2019-2020,Weight_20_80,Wolves,Watford,0.5662,0.2645,0.1693,0,1.9,3.5,4.69,1.96,3.52,4.34
2019-09-28,2019-2020,Weight_20_80,Everton,Man City,0.1316,0.2594,0.609,2,10.21,6.03,1.3,8.9,5.51,1.36
2019-09-28,2019-2020,Weight_20_80,Tottenham,Southampton,0.6346,0.2154,0.15,0,1.44,4.69,8.18,1.38,5.23,8.73
2019-09-28,2019-2020,Weight_20_80,Sheffield United,Liverpool,0.1489,0.2483,0.6028,2,9.4,5.22,1.36,9.44,5.53,1.34
2019-09-28,2019-2020,Weight_20_80,Chelsea,Brighton,0.6589,0.2157,0.1254,0,1.44,4.65,8.41,1.45,4.64,8.06
2019-09-28,2019-2020,Weight_20_80,Bournemouth,West Ham,0.402,0.2301,0.368,1,2.49,3.62,2.86,2.41,3.65,2.96
2019-09-28,2019-2020,Weight_20_80,Crystal Palace,Norwich,0.5704,0.2098,0.2199,0,1.97,3.78,3.96,1.91,3.89,4.09
2019-09-29,2019-2020,Weight_20_80,Leicester,Newcastle,0.4923,0.3024,0.2053,0,1.53,4.21,7.27,1.52,4.33,7.04
2019-09-30,2019-2020,Weight_20_80,Man United,Arsenal,0.4316,0.2454,0.323,1,2.41,3.56,3.03,2.26,3.57,3.29
2019-09-01,2019-2020,Weight_30_70,Arsenal,Tottenham,0.3974,0.2577,0.3448,1,2.38,3.67,3.0,2.59,3.7,2.72
2019-09-01,2019-2020,Weight_30_70,Everton,Wolves,0.4085,0.3576,0.2339,0,2.17,3.36,3.71,2.08,3.29,4.19
2019-09-14,2019-2020,Weight_30_70,Wolves,Chelsea,0.3452,0.3047,0.35,2,3.07,3.37,2.48,3.1,3.43,2.42
2019-09-14,2019-2020,Weight_30_70,Man United,Leicester,0.3868,0.2774,0.3357,0,1.99,3.53,4.17,2.19,3.37,3.66
2019-09-14,2019-2020,Weight_30_70,Norwich,Man City,0.0707,0.1165,0.8127,0,18.79,9.48,1.14,25.83,13.49,1.09
2019-09-14,2019-2020,Weight_30_70,Tottenham,Crystal Palace,0.4754,0.2703,0.2543,0,1.4,4.92,8.87,1.44,4.91,7.61
2019-09-14,2019-2020,Weight_30_70,Brighton,Burnley,0.2977,0.292,0.4103,1,2.17,3.35,3.75,2.15,3.44,3.68
2019-09-14,2019-2020,Weight_30_70,Liverpool,Newcastle,0.7251,0.193,0.0819,0,1.16,8.41,20.6,1.21,7.29,14.23
2019-09-14,2019-2020,Weight_30_70,Sheffield United,Southampton,0.5219,0.2696,0.2085,2,2.45,3.35,3.12,2.44,3.3,3.18
2019-09-15,2019-2020,Weight_30_70,Bournemouth,Everton,0.3226,0.2798,0.3976,0,3.05,3.53,2.41,3.37,3.57,2.23
2019-09-15,2019-2020,Weight_30_70,Watford,Arsenal,0.219,0.2249,0.556,1,3.66,3.74,2.06,4.22,3.92,1.88
2019-09-16,2019-2020,Weight_30_70,Aston Villa,West Ham,0.3623,0.2736,0.3641,1,2.65,3.6,2.69,2.72,3.71,2.57
2019-09-20,2019-2020,Weight_30_70,Southampton,Bournemouth,0.3973,0.2383,0.3643,2,2.12,3.65,3.55,2.17,3.6,3.46
2019-09-21,2019-2020,Weight_30_70,Man City,Watford,0.9196,0.0615,0.019,0,1.11,10.69,27.58,1.11,11.33,25.74
2019-09-21,2019-2020,Weight_30_70,Leicester,Tottenham,0.413,0.2882,0.2988,0,2.92,3.53,2.5,2.72,3.51,2.69
2019-09-21,2019-2020,Weight_30_70,Burnley,Norwich,0.4397,0.2174,0.3429,0,2.02,3.8,3.73,2.02,3.88,3.67
2019-09-21,2019-2020,Weight_30_70,Everton,Sheffield United,0.4042,0.3397,0.256,2,1.69,3.8,5.76,1.79,3.57,5.31
2019-09-21,2019-2020,Weight_30_70,Newcastle,Brighton,0.5328,0.2969,0.1704,1,2.55,3.15,3.16,2.42,3.24,3.3
2019-09-22,2019-2020,Weight_30_70,Crystal Palace,Wolves,0.4233,0.3202,0.2565,1,2.68,3.15,2.98,2.9,3.1,2.81
2019-09-22,2019-2020,Weight_30_70,West Ham,Man United,0.3782,0.2481,0.3737,0,3.33,3.56,2.24,3.07,3.45,2.45
2019-09-22,2019-2020,Weight_30_70,Arsenal,Aston Villa,0.5552,0.2418,0.203,0,1.43,4.86,8.01,1.42,5.23,7.59
2019-09-22,2019-2020,Weight_30_70,Chelsea,Liverpool,0.1795,0.2283,0.5922,2,3.66,3.66,2.08,3.24,3.64,2.27
2019-09-28,2019-2020,Weight_30_70,Aston Villa,Burnley,0.4222,0.2758,0.3019,1,2.39,3.45,3.15,2.36,3.44,3.19
2019-09-28,2019-2020,Weight_30_70,Wolves,Watford,0.5579,0.267,0.1751,0,1.9,3.5,4.69,1.96,3.52,4.34
2019-09-28,2019-2020,Weight_30_70,Everton,Man City,0.1414,0.2635,0.5951,2,10.21,6.03,1.3,8.9,5.51,1.36
2019-09-28,2019-2020,Weight_30_70,Tottenham,Southampton,0.6237,0.218,0.1583,0,1.44,4.69,8.18,1.38,5.23,8.73
2019-09-28,2019-2020,Weight_30_70,Sheffield United,Liverpool,0.1578,0.2564,0.5858,2,9.4,5.22,1.36,9.44,5.53,1.34
2019-09-28,2019-2020,Weight_30_70,Chelsea,Brighton,0.662,0.2144,0.1236,0,1.44,4.65,8.41,1.45,4.64,8.06
2019-09-28,2019-2020,Weight_30_70,Bournemouth,West Ham,0.407,0.2297,0.3632,1,2.49,3.62,2.86,2.41,3.65,2.96
2019-09-28,2019-2020,Weight_30_70,Crystal Palace,Norwich,0.5532,0.2127,0.2341,0,1.97,3.78,3.96,1.91,3.89,4.09
2019-09-29,2019-2020,Weight_30_70,Leicester,Newcastle,0.4892,0.3016,0.2092,0,1.53,4.21,7.27,1.52,4.33,7.04
2019-09-30,2019-2020,Weight_30_70,Man United,Arsenal,0.4469,0.2422,0.3108,1,2.41,3.56,3.03,2.26,3.57,3.29
2019-09-01,2019-2020,Weight_40_60,Arsenal,Tottenham,0.4004,0.2549,0.3447,1,2.38,3.67,3.0,2.59,3.7,2.72
2019-09-01,2019-2020,Weight_40_60,Everton,Wolves,0.4134,0.3553,0.2313,0,2.17,3.36,3.71,2.08,3.29,4.19
2019-09-14,2019-2020,Weight_40_60,Wolves,Chelsea,0.3324,0.3046,0.363,2,3.07,3.37,2.48,3.1,3.43,2.42
2019-09-14,2019-2020,Weight_40_60,Man United,Leicester,0.3922,0.2748,0.3331,0,1.99,3.53,4.17,2.19,3.37,3.66
2019-09-14,2019-2020,Weight_40_60,Norwich,Man City,0.0805,0.1246,0.7949,0,18.79,9.48,1.14,25.83,13.49,1.09
2019-09-14,2019-2020,Weight_40_60,Tottenham,Crystal Palace,0.472,0.268,0.26,0,1.4,4.92,8.87,1.44,4.91,7.61
2019-09-14,2019-2020,Weight_40_60,Brighton,Burnley,0.3105,0.2943,0.3952,1,2.17,3.35,3.75,2.15,3.44,3.68
2019-09-14,2019-2020,Weight_40_60,Liverpool,Newcastle,0.7071,0.2022,0.0907,0,1.16,8.41,20.6,1.21,7.29,14.23
2019-09-14,2019-2020,Weight_40_60,Sheffield United,Southampton,0.5133,0.2744,0.2123,2,2.45,3.35,3.12,2.44,3.3,3.18
2019-09-15,2019-2020,Weight_40_60,Bournemouth,Everton,0.3224,0.28,0.3976,0,3.05,3.53,2.41,3.37,3.57,2.23
2019-09-15,2019-2020,Weight_40_60,Watford,Arsenal,0.2332,0.2282,0.5387,1,3.66,3.74,2.06,4.22,3.92,1.88
2019-09-16,2019-2020,Weight_40_60,Aston Villa,West Ham,0.3728,0.2696,0.3577,1,2.65,3.6,2.69,2.72,3.71,2.57
2019-09-20,2019-2020,Weight_40_60,Southampton,Bournemouth,0.3908,0.2398,0.3694,2,2.12,3.65,3.55,2.17,3.6,3.46
2019-09-21,2019-2020,Weight_40_60,Man City,Watford,0.9109,0.0672,0.022,0,1.11,10.69,27.58,1.11,11.33,25.74
2019-09-21,2019-2020,Weight_40_60,Leicester,Tottenham,0.425,0.2834,0.2915,0,2.92,3.53,2.5,2.72,3.51,2.69
2019-09-21,2019-2020,Weight_40_60,Burnley,Norwich,0.4184,0.2183,0.3633,0,2.02,3.8,3.73,2.02,3.88,3.67
2019-09-21,2019-2020,Weight_40_60,Everton,Sheffield United,0.4092,0.3406,0.2501,2,1.69,3.8,5.76,1.79,3.57,5.31
2019-09-21,2019-2020,Weight_40_60,Newcastle,Brighton,0.5281,0.2984,0.1735,1,2.55,3.15,3.16,2.42,3.24,3.3
2019-09-22,2019-2020,Weight_40_60,Crystal Palace,Wolves,0.4186,0.3202,0.2612,1,2.68,3.15,2.98,2.9,3.1,2.81
2019-09-22,2019-2020,Weight_40_60,West Ham,Man United,0.3752,0.2453,0.3795,0,3.33,3.56,2.24,3.07,3.45,2.45
2019-09-22,2019-2020,Weight_40_60,Arsenal,Aston Villa,0.537,0.2447,0.2182,0,1.43,4.86,8.01,1.42,5.23,7.59
2019-09-22,2019-2020,Weight_40_60,Chelsea,Liverpool,0.2025,0.238,0.5595,2,3.66,3.66,2.08,3.24,3.64,2.27
2019-09-28,2019-2020,Weight_40_60,Aston Villa,Burnley,0.4403,0.2718,0.2879,1,2.39,3.45,3.15,2.36,3.44,3.19
2019-09-28,2019-2020,Weight_40_60,Wolves,Watford,0.5497,0.2693,0.181,0,1.9,3.5,4.69,1.96,3.52,4.34
2019-09-28,2019-2020,Weight_40_60,Everton,Man City,0.1516,0.2674,0.581,2,10.21,6.03,1.3,8.9,5.51,1.36
2019-09-28,2019-2020,Weight_40_60,Tottenham,Southampton,0.6128,0.2204,0.1668,0,1.44,4.69,8.18,1.38,5.23,8.73
2019-09-28,2019-2020,Weight_40_60,Sheffield United,Liverpool,0.1666,0.2645,0.5689,2,9.4,5.22,1.36,9.44,5.53,1.34
2019-09-28,2019-2020,Weight_40_60,Chelsea,Brighton,0.6652,0.2131,0.1216,0,1.44,4.65,8.41,1.45,4.64,8.06
2019-09-28,2019-2020,Weight_40_60,Bournemouth,West Ham,0.4123,0.2294,0.3583,1,2.49,3.62,2.86,2.41,3.65,2.96
2019-09-28,2019-2020,Weight_40_60,Crystal Palace,Norwich,0.5358,0.2153,0.2489,0,1.97,3.78,3.96,1.91,3.89,4.09
2019-09-29,2019-2020,Weight_40_60,Leicester,Newcastle,0.4861,0.3008,0.2131,0,1.53,4.21,7.27,1.52,4.33,7.04
2019-09-30,2019-2020,Weight_40_60,Man United,Arsenal,0.4624,0.2388,0.2988,1,2.41,3.56,3.03,2.26,3.57,3.29
2019-09-01,2019-2020,Weight_50_50,Arsenal,Tottenham,0.4029,0.2522,0.3449,1,2.38,3.67,3.0,2.59,3.7,2.72
2019-09-01,2019-2020,Weight_50_50,Everton,Wolves,0.4183,0.353,0.2287,0,2.17,3.36,3.71,2.08,3.29,4.19
2019-09-14,2019-2020,Weight_50_50,Wolves,Chelsea,0.3197,0.3042,0.3761,2,3.07,3.37,2.48,3.1,3.43,2.42
2019-09-14,2019-2020,Weight_50_50,Man United,Leicester,0.3976,0.272,0.3303,0,1.99,3.53,4.17,2.19,3.37,3.66
2019-09-14,2019-2020,Weight_50_50,Norwich,Man City,0.0913,0.1327,0.7759,0,18.79,9.48,1.14,25.83,13.49,1.09
2019-09-14,2019-2020,Weight_50_50,Tottenham,Crystal Palace,0.4686,0.2658,0.2656,0,1.4,4.92,8.87,1.44,4.91,7.61
2019-09-14,2019-2020,Weight_50_50,Brighton,Burnley,0.3237,0.2961,0.3801,1,2.17,3.35,3.75,2.15,3.44,3.68
2019-09-14,2019-2020,Weight_50_50,Liverpool,Newcastle,0.6884,0.2114,0.1002,0,1.16,8.41,20.6,1.21,7.29,14.23
2019-09-14,2019-2020,Weight_50_50,Sheffield United,Southampton,0.5042,0.2793,0.2165,2,2.45,3.35,3.12,2.44,3.3,3.18
2019-09-15,2019-2020,Weight_50_50,Bournemouth,Everton,0.3225,0.2802,0.3973,0,3.05,3.53,2.41,3.37,3.57,2.23
2019-09-15,2019-2020,Weight_50_50,Watford,Arsenal,0.2478,0.231,0.5212,1,3.66,3.74,2.06,4.22,3.92,1.88
2019-09-16,2019-2020,Weight_50_50,Aston Villa,West Ham,0.3836,0.2654,0.351,1,2.65,3.6,2.69,2.72,3.71,2.57
2019-09-20,2019-2020,Weight_50_50,Southampton,Bournemouth,0.3842,0.2413,0.3745,2,2.12,3.65,3.55,2.17,3.6,3.46
2019-09-21,2019-2020,Weight_50_50,Man City,Watford,0.9014,0.0732,0.0254,0,1.11,10.69,27.58,1.11,11.33,25.74
2019-09-21,2019-2020,Weight_50_50,Leicester,Tottenham,0.4369,0.2786,0.2845,0,2.92,3.53,2.5,2.72,3.51,2.69
2019-09-21,2019-2020,Weight_50_50,Burnley,Norwich,0.3973,0.2187,0.384,0,2.02,3.8,3.73,2.02,3.88,3.67
2019-09-21,2019-2020,Weight_50_50,Everton,Sheffield United,0.4144,0.3415,0.2441,2,1.69,3.8,5.76,1.79,3.57,5.31
2019-09-21,2019-2020,Weight_50_50,Newcastle,Brighton,0.5232,0.3,0.1769,1,2.55,3.15,3.16,2.42,3.24,3.3
2019-09-22,2019-2020,Weight_50_50,Crystal Palace,Wolves,0.4141,0.3202,0.2657,1,2.68,3.15,2.98,2.9,3.1,2.81
2019-09-22,2019-2020,Weight_50_50,West Ham,Man United,0.3723,0.2425,0.3852,0,3.33,3.56,2.24,3.07,3.45,2.45
2019-09-22,2019-2020,Weight_50_50,Arsenal,Aston Villa,0.5185,0.2471,0.2344,0,1.43,4.86,8.01,1.42,5.23,7.59
2019-09-22,2019-2020,Weight_50_50,Chelsea,Liverpool,0.2272,0.2466,0.5262,2,3.66,3.66,2.08,3.24,3.64,2.27
2019-09-28,2019-2020,Weight_50_50,Aston Villa,Burnley,0.4589,0.2673,0.2738,1,2.39,3.45,3.15,2.36,3.44,3.19
2019-09-28,2019-2020,Weight_50_50,Wolves,Watford,0.5416,0.2715,0.187,0,1.9,3.5,4.69,1.96,3.52,4.34
2019-09-28,2019-2020,Weight_50_50,Everton,Man City,0.1622,0.271,0.5668,2,10.21,6.03,1.3,8.9,5.51,1.36
2019-09-28,2019-2020,Weight_50_50,Tottenham,Southampton,0.6019,0.2227,0.1754,0,1.44,4.69,8.18,1.38,5.23,8.73
2019-09-28,2019-2020,Weight_50_50,Sheffield United,Liverpool,0.1754,0.2725,0.5522,2,9.4,5.22,1.36,9.44,5.53,1.34
2019-09-28,2019-2020,Weight_50_50,Chelsea,Brighton,0.6681,0.212,0.1199,0,1.44,4.65,8.41,1.45,4.64,8.06
2019-09-28,2019-2020,Weight_50_50,Bournemouth,West Ham,0.4176,0.2291,0.3533,1,2.49,3.62,2.86,2.41,3.65,2.96
2019-09-28,2019-2020,Weight_50_50,Crystal Palace,Norwich,0.5183,0.2176,0.2641,0,1.97,3.78,3.96,1.91,3.89,4.09
